ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,jdate,j_h,h_k,j_k
77.535265,-76.139549,0.08,0.06,0,05100846-7608223,6.621,0.019,0.026,73119.0,6.006,0.027,0.031,51464.8,5.853,0.015,0.021,33513.5,AAA,111,111,000,666666,35.0,164,177748960,0,0,2451149.7686,0.6150,0.1530,0.7680
80.791284,-73.107712,0.08,0.06,0,05230990-7306277,6.859,0.015,0.023,54806.2,6.023,0.031,0.034,47283.5,5.713,0.023,0.027,36831.6,AAA,111,111,000,666655,16.6,271,177874701,0,0,2451149.8277,0.8360,0.3100,1.1460
0.380625,-72.605904,0.13,0.07,0,00013135-7236212,6.621,0.011,0.020,83951.8,6.006,0.029,0.033,65540.5,5.891,0.003,0.015,39812.6,AAA,111,111,000,666655,19.7,1,1302141357,0,0,2451033.7923,0.6150,0.1150,0.7300
36.962979,-77.418556,0.07,0.06,0,02275111-7725068,6.527,0.015,0.023,91544.0,6.005,0.037,0.040,63373.8,5.889,0.035,0.038,33559.8,AAA,111,111,000,666656,66.1,239,133968224,0,0,2451103.7468,0.5220,0.1160,0.6380
56.715435,-77.386246,0.07,0.06,0,03465170-7723104,6.830,0.011,0.020,62435.3,6.020,0.037,0.040,56352.1,5.758,0.015,0.021,41997.2,AAA,111,111,000,777766,15.1,32,699026369,0,0,2451508.6969,0.8100,0.2620,1.0720
83.999988,-79.417061,0.06,0.06,90,05355999-7925014,6.865,0.019,0.026,54504.2,6.017,0.053,0.055,47545.6,5.731,0.019,0.024,38816.8,AAA,111,111,000,666656,29.3,12,704352726,0,0,2451511.7450,0.8480,0.2860,1.1340
88.812327,-49.638645,0.07,0.06,90,05551495-4938191,6.555,0.013,0.021,72515.4,6.016,0.013,0.020,54639.9,5.869,0.021,0.026,33023.3,AAA,111,111,000,666666,18.3,306,854062663,0,0,2451593.5966,0.5390,0.1470,0.6860
86.549386,-50.871586,0.07,0.06,0,05461185-5052177,6.492,0.015,0.023,88232.8,6.001,0.043,0.045,65843.1,5.855,0.017,0.023,41154.8,AAA,111,111,000,776756,51.5,162,683932884,0,0,2451490.8682,0.4910,0.1460,0.6370
51.465296,-57.659973,0.07,0.06,90,03255167-5739359,6.758,0.017,0.024,64451.1,6.013,0.021,0.026,58709.7,5.749,0.017,0.023,42346.7,AAA,111,111,000,666666,45.6,97,635154206,0,0,2451484.6461,0.7450,0.2640,1.0090
64.636111,-58.417126,0.07,0.06,90,04183266-5825016,6.532,0.021,0.027,64510.4,6.010,0.021,0.026,49534.8,5.890,0.019,0.024,30228.7,AAA,111,111,000,666666,62.0,106,856420757,0,0,2451608.5413,0.5220,0.1200,0.6420
68.898895,-53.542065,0.07,0.06,0,04353573-5332314,6.559,0.011,0.020,72248.7,6.024,0.053,0.055,56144.9,5.871,0.021,0.026,36561.2,AAA,111,111,000,666666,15.5,198,702815392,0,0,2451487.6910,0.5350,0.1530,0.6880
62.089808,-57.876270,0.07,0.06,0,04082155-5752345,6.929,0.023,0.029,58997.0,6.020,0.027,0.031,66974.6,5.724,0.017,0.023,44855.9,AAA,111,111,000,777767,96.7,209,744225251,0,0,2451551.5662,0.9090,0.2960,1.2050
285.825338,5.196793,0.06,0.06,0,19031808+0511484,7.366,0.025,0.030,34358.2,6.019,0.023,0.027,52639.3,5.527,0.021,0.026,38073.2,AAA,111,111,000,666655,17.2,329,675100126,0,0,2451400.6881,1.3470,0.4920,1.8390
285.894311,5.275168,0.06,0.06,0,19033463+0516306,6.735,0.007,0.018,49937.9,6.004,0.015,0.021,40486.5,5.724,0.013,0.020,27658.0,AAA,111,111,000,666655,13.1,289,626467457,0,0,2451401.5357,0.7310,0.2800,1.0110
286.377770,3.224824,0.06,0.06,90,19053066+0313293,6.822,0.009,0.019,46092.5,6.020,0.015,0.021,42747.4,5.799,0.009,0.017,27658.0,AAA,111,111,000,666666,11.1,174,626736510,0,0,2451401.5536,0.8020,0.2210,1.0230
285.753463,4.113678,0.07,0.06,0,19030083+0406492,7.406,0.017,0.024,33115.4,6.028,0.017,0.023,52204.8,5.491,0.015,0.021,39356.8,AAA,111,111,000,666666,11.3,163,675085078,0,0,2451400.6873,1.3780,0.5370,1.9150
271.310471,20.865038,0.06,0.06,90,18051451+2051541,6.859,0.007,0.018,74787.7,6.026,0.009,0.017,68946.1,5.764,0.011,0.018,55058.0,AAA,111,111,000,666666,37.3,70,267373127,0,0,2450948.9114,0.8330,0.2620,1.0950
270.933042,17.620895,0.08,0.06,0,18034393+1737152,6.920,0.009,0.019,61578.6,6.029,0.037,0.040,61988.3,5.622,0.007,0.016,54653.8,AAA,111,111,000,666666,23.8,36,1106739903,0,0,2451673.8303,0.8910,0.4070,1.2980
279.101340,12.846257,0.06,0.06,90,18362432+1250465,6.966,0.023,0.029,57020.4,6.011,0.015,0.021,54892.1,5.702,0.015,0.021,45774.1,AAA,111,111,000,663466,20.8,193,576833676,0,0,2451258.0234,0.9550,0.3090,1.2640
277.943366,13.692629,0.06,0.06,90,18314640+1341334,6.948,0.015,0.023,52267.3,6.022,0.023,0.027,58225.1,5.649,0.011,0.018,44855.9,AAA,111,111,000,666666,10.7,20,323012933,0,0,2451082.6008,0.9260,0.3730,1.2990
277.871098,12.948034,0.08,0.06,0,18312906+1256529,6.796,0.009,0.019,58080.5,6.001,0.013,0.020,59362.2,5.770,0.019,0.024,40125.5,AAA,111,111,000,665655,30.0,30,322997120,0,0,2451082.5983,0.7950,0.2310,1.0260
274.952119,12.893236,0.06,0.06,0,18194850+1253356,6.752,0.005,0.018,71883.6,6.020,0.013,0.020,71764.6,5.803,0.013,0.020,44691.0,AAA,111,111,000,666655,15.0,321,586185918,0,0,2451261.0033,0.7320,0.2170,0.9490
275.517769,15.570843,0.06,0.06,0,18220426+1534150,6.912,0.009,0.019,55928.1,6.007,0.013,0.020,59035.1,5.596,0.013,0.020,57945.5,AAA,111,111,000,665566,11.8,290,613136925,0,0,2451264.9903,0.9050,0.4110,1.3160
272.619801,15.641923,0.06,0.06,90,18102875+1538309,6.673,0.013,0.021,65047.4,6.001,0.017,0.023,51702.3,5.831,0.017,0.023,35401.4,AAA,111,111,000,665556,34.4,215,366255229,0,0,2451086.6159,0.6720,0.1700,0.8420
253.197404,-41.785793,0.06,0.06,90,16524737-4147088,6.098,0.021,0.027,96212.2,6.015,0.041,0.044,52833.6,5.914,0.017,0.023,32795.9,AAA,111,111,000,666666,10.6,203,835074519,0,0,2451309.7284,0.0830,0.1010,0.1840
253.158193,-40.901768,0.06,0.06,90,16523796-4054063,7.190,0.017,0.024,35190.9,6.015,0.037,0.040,52833.6,5.532,0.007,0.016,46625.1,AAA,111,111,000,666644,14.1,290,835060987,0,0,2451309.7278,1.1750,0.4830,1.6580
250.317513,-40.609928,0.06,0.06,90,16411620-4036357,7.109,0.015,0.023,43534.1,6.027,0.039,0.042,59994.3,5.544,0.013,0.020,46112.6,AAA,111,111,000,666666,12.3,158,428614583,0,0,2451316.6805,1.0820,0.4830,1.5650
251.644621,-41.195469,0.06,0.06,90,16463470-4111436,7.216,0.017,0.024,34358.2,6.011,0.021,0.026,47809.0,5.465,0.013,0.020,44711.6,AAA,111,111,000,665566,12.9,112,426890065,0,0,2451305.8758,1.2050,0.5460,1.7510
251.284704,-37.310482,0.06,0.06,90,16450832-3718377,7.238,0.011,0.020,33669.0,6.027,0.035,0.038,47109.7,5.513,0.015,0.021,44281.3,AAA,111,111,000,666666,10.4,59,426685842,0,0,2451305.8617,1.2110,0.5140,1.7250
250.984639,-38.930363,0.06,0.06,90,16435631-3855493,6.502,0.013,0.021,73558.0,6.024,0.047,0.049,58117.9,5.847,0.009,0.017,32555.2,AAA,111,111,000,665566,11.1,125,426640930,0,0,2451617.9012,0.4780,0.1770,0.6550
251.975441,-43.695107,0.06,0.06,90,16475410-4341423,6.808,0.015,0.023,42095.0,6.013,0.043,0.045,28425.6,5.743,0.021,0.026,24503.0,AAA,111,111,000,666655,11.8,229,470936724,0,0,2451321.6403,0.7950,0.2700,1.0650
227.832478,-57.601505,0.06,0.06,90,15111979-5736054,7.202,0.019,0.026,34804.1,6.014,0.023,0.027,46058.5,5.522,0.013,0.020,43915.7,AAA,111,111,000,667755,13.3,33,512499738,0,0,2451336.6640,1.1880,0.4920,1.6800
226.879881,-58.598537,0.06,0.06,90,15073117-5835547,7.431,0.015,0.023,28185.8,6.015,0.031,0.034,44453.9,5.383,0.011,0.018,49913.7,AAA,111,111,000,666666,12.6,304,512178508,0,0,2451336.6454,1.4160,0.6320,2.0480
226.925044,-57.108021,0.06,0.06,90,15074201-5706288,7.334,0.017,0.024,30819.8,6.007,0.021,0.026,44782.7,5.522,0.013,0.020,43915.7,AAA,111,111,000,666656,10.6,328,512156558,0,0,2451336.6443,1.3270,0.4850,1.8120
224.045880,-57.430180,0.06,0.06,90,14561101-5725486,7.501,0.013,0.021,26425.9,6.023,0.039,0.042,52445.7,5.153,0.019,0.024,57573.2,AAA,111,111,000,666666,14.3,101,947969138,0,0,2451597.8156,1.4780,0.8700,2.3480
207.376251,-62.922043,0.07,0.06,0,13493030-6255193,6.826,0.009,0.019,44363.9,6.001,0.023,0.027,45030.8,5.727,0.013,0.020,31668.0,AAA,111,111,000,666666,15.8,332,944223862,0,0,2451615.7020,0.8250,0.2740,1.0990
213.549551,-62.862400,0.06,0.06,90,14141189-6251446,6.933,0.017,0.024,43075.5,6.007,0.043,0.045,51417.4,5.665,0.017,0.023,35926.9,AAA,111,111,000,666666,14.1,289,924161609,0,0,2451595.8486,0.9260,0.3420,1.2680
220.179998,-62.088486,0.06,0.06,90,14404319-6205185,7.154,0.023,0.029,33949.2,6.028,0.025,0.029,54039.3,5.580,0.007,0.016,38852.6,AAA,111,111,000,666655,10.6,46,946276340,0,0,2451615.8913,1.1260,0.4480,1.5740
219.731917,-63.469059,0.06,0.06,90,14385566-6328086,7.253,0.013,0.021,30990.6,6.005,0.025,0.029,53322.4,5.457,0.011,0.018,43513.1,AAA,111,111,000,666666,13.9,40,946203011,0,0,2451615.8862,1.2480,0.5480,1.7960
213.024788,-61.102703,0.06,0.06,0,14120594-6106097,7.666,0.027,0.032,21929.6,6.011,0.023,0.027,51228.3,5.109,0.021,0.026,57918.9,AAA,111,111,000,565656,11.0,337,923960778,0,0,2451595.8376,1.6550,0.9020,2.5570
319.979406,43.696873,0.06,0.06,90,21195505+4341487,7.017,0.011,0.020,45775.2,6.019,0.019,0.024,56404.0,5.621,0.009,0.017,36142.7,AAA,111,111,000,665666,14.0,285,360267452,0,0,2451099.7215,0.9980,0.3980,1.3960
320.367895,43.495808,0.06,0.06,90,21212829+4329449,7.097,0.009,0.019,42523.6,6.015,0.017,0.023,54690.3,5.622,0.017,0.023,36109.4,AAA,111,111,000,666666,10.9,237,360405249,0,0,2451099.7380,1.0820,0.3930,1.4750
320.526746,40.744499,0.07,0.06,0,21220641+4044401,6.958,0.013,0.021,50029.9,6.023,0.033,0.036,58171.5,5.681,0.005,0.016,42074.6,AAA,111,111,000,666667,21.0,309,750386263,0,0,2451434.6980,0.9350,0.3420,1.2770
319.603026,42.262047,0.07,0.07,90,21182472+4215433,7.084,0.015,0.023,44548.2,6.026,0.015,0.021,58011.0,5.664,0.011,0.018,35960.0,AAA,111,111,000,665655,13.4,64,360174932,0,0,2451099.7036,1.0580,0.3620,1.4200
321.267660,42.854084,0.07,0.06,90,21250423+4251147,6.668,0.011,0.020,56915.4,6.018,0.013,0.020,44331.2,5.865,0.017,0.023,30932.9,AAA,111,111,000,666666,21.7,219,460493003,0,0,2451143.6183,0.6500,0.1530,0.8030
315.779940,41.768909,0.07,0.07,0,21030718+4146080,6.926,0.015,0.023,61239.3,6.012,0.017,0.023,58763.8,5.767,0.007,0.016,47821.2,AAA,111,111,000,666666,13.4,272,1124885376,0,0,2451682.9414,0.9140,0.2450,1.1590
313.679471,43.228176,0.07,0.06,0,20544307+4313414,7.285,0.013,0.021,39667.1,6.017,0.041,0.044,52736.3,5.511,0.013,0.020,50935.4,AAA,111,111,000,666666,11.8,20,1112200000,0,0,2451689.8710,1.2680,0.5060,1.7740
315.154169,43.109676,0.06,0.06,90,21003700+4306348,7.011,0.013,0.021,52848.2,6.015,0.049,0.051,67283.7,5.679,0.011,0.018,50098.0,AAA,111,111,000,666666,14.5,20,1131568698,0,0,2451705.8712,0.9960,0.3360,1.3320
314.352841,42.992718,0.06,0.06,90,20572468+4259337,7.161,0.015,0.023,36143.5,6.009,0.029,0.033,44700.2,5.548,0.013,0.020,44383.3,AAA,111,111,000,666666,16.1,206,1142812731,0,0,2451707.8489,1.1520,0.4610,1.6130
316.401296,46.852207,0.06,0.06,90,21053631+4651079,6.927,0.019,0.026,59105.8,6.008,0.005,0.016,61053.4,5.726,0.007,0.016,38996.0,AAA,111,111,000,666666,13.4,86,710888127,0,0,2451338.9185,0.9190,0.2820,1.2010
316.957566,46.050076,0.07,0.06,0,21074981+4603002,7.879,0.023,0.029,22952.5,6.017,0.023,0.027,58493.8,4.755,0.009,0.017,92134.0,AAA,111,111,000,666656,17.4,205,1120922516,0,0,2451694.8760,1.8620,1.2620,3.1240
311.465495,47.359863,0.06,0.06,0,20455171+4721355,6.910,0.009,0.019,45543.9,6.006,0.017,0.023,44823.9,5.743,0.013,0.020,34611.5,AAA,111,111,000,666666,18.5,331,460380339,0,0,2451143.5965,0.9040,0.2630,1.1670
310.662499,47.409164,0.06,0.06,90,20423899+4724329,6.481,0.005,0.018,74994.6,6.009,0.021,0.026,49580.4,5.895,0.021,0.026,38319.5,AAA,111,111,000,666666,14.3,149,392839662,0,0,2451120.5858,0.4720,0.1140,0.5860
310.459436,45.574841,0.06,0.06,90,20415026+4534294,6.783,0.011,0.020,54856.7,6.026,0.017,0.023,48810.1,5.811,0.023,0.027,41401.9,AAA,111,111,000,565566,14.9,326,392816071,0,0,2451120.5833,0.7570,0.2150,0.9720
313.423328,46.044842,0.06,0.06,90,20534159+4602414,6.755,0.025,0.030,56289.8,6.002,0.019,0.024,51654.7,5.770,0.021,0.026,34947.8,AAA,111,111,000,666666,12.3,51,1118890447,0,0,2451688.8780,0.7530,0.2320,0.9850
314.100745,46.761246,0.06,0.06,90,20562417+4645404,6.711,0.013,0.021,56627.8,6.019,0.025,0.029,44290.4,5.881,0.019,0.024,37499.0,AAA,111,111,000,666767,11.8,327,1131282611,0,0,2451873.6474,0.6920,0.1380,0.8300
311.659565,46.013241,0.06,0.06,90,20463829+4600476,7.084,0.015,0.023,40163.4,6.011,0.027,0.031,51228.3,5.619,0.017,0.023,38799.0,AAA,111,111,000,776767,13.1,33,1147899487,0,0,2451688.8651,1.0730,0.3920,1.4650
313.917413,45.195450,0.06,0.06,90,20554017+4511436,6.919,0.011,0.020,55568.7,6.010,0.037,0.040,51275.5,5.734,0.007,0.016,41478.2,AAA,111,111,000,666666,21.7,318,1112234722,0,0,2451689.8748,0.9090,0.2760,1.1850
316.123987,44.490471,0.08,0.06,0,21042975+4429256,6.794,0.021,0.027,62349.1,6.020,0.019,0.024,58332.4,5.767,0.011,0.018,37550.9,AAA,111,111,000,665666,10.4,51,710755405,0,0,2451338.9071,0.7740,0.2530,1.0270
316.556266,44.634235,0.11,0.06,0,21061350+4438032,7.112,0.007,0.018,49846.0,6.014,0.021,0.026,60717.0,5.585,0.009,0.017,44403.8,AAA,111,111,000,666666,10.2,59,710865948,0,0,2451338.9169,1.0980,0.4290,1.5270
315.994165,45.519409,0.06,0.06,0,21035859+4531098,7.124,0.031,0.035,47624.5,6.018,0.009,0.017,60493.7,5.637,0.011,0.018,42327.2,AAA,111,111,000,663566,15.8,160,710703658,0,0,2451338.9022,1.1060,0.3810,1.4870
314.317675,45.717751,0.06,0.06,90,20571624+4543039,7.804,0.015,0.023,19990.8,6.014,0.033,0.036,44494.9,4.838,0.027,0.031,85353.2,AAA,111,111,000,666646,11.1,149,1142832108,0,0,2451707.8509,1.7900,1.1760,2.9660
300.242226,25.071560,0.06,0.06,90,20005813+2504176,7.093,0.015,0.023,47340.2,6.024,0.011,0.018,52397.4,5.609,0.009,0.017,46539.3,AAA,111,111,000,666666,21.3,49,349905883,0,0,2451089.6520,1.0690,0.4150,1.4840
294.243352,7.820103,0.08,0.06,0,19365840+0749123,6.916,0.029,0.034,50237.7,6.004,0.023,0.027,59198.4,5.633,0.031,0.034,39647.9,AAA,111,111,000,666666,15.7,69,560701730,0,0,2451399.6984,0.9120,0.3710,1.2830
297.076431,6.379141,0.08,0.06,0,19481834+0622449,6.901,0.009,0.019,52726.6,6.002,0.037,0.040,49901.1,5.508,0.005,0.016,47667.2,AAA,111,111,000,666666,24.9,90,524435592,0,0,2451384.6249,0.8990,0.4940,1.3930
297.813799,4.251229,0.09,0.06,0,19511531+0415044,6.585,0.019,0.026,78240.2,6.022,0.029,0.033,50711.9,5.875,0.017,0.023,37706.8,AAA,111,111,000,677777,17.4,245,1159907452,0,0,2451745.7739,0.5630,0.1470,0.7100
294.645836,5.660569,0.07,0.06,0,19383500+0539380,6.939,0.007,0.018,52702.3,6.015,0.017,0.023,60661.1,5.696,0.015,0.021,42955.6,AAA,111,111,000,666644,15.8,335,538682830,0,0,2451395.6243,0.9240,0.3190,1.2430
296.065679,5.401435,0.08,0.06,0,19441576+0524051,6.793,0.013,0.021,64599.6,6.009,0.011,0.018,60997.2,5.702,0.013,0.020,39867.6,AAA,111,111,00d,665566,16.2,237,1243568698,0,0,2451657.8477,0.7840,0.3070,1.0910
296.946569,1.882777,0.07,0.06,0,19474717+0152579,6.977,0.011,0.020,50889.7,6.001,0.035,0.038,59362.2,5.503,0.015,0.021,47887.3,AAA,111,111,000,666666,13.5,244,560849960,0,0,2451399.7180,0.9760,0.4980,1.4740
299.916160,12.118345,0.07,0.07,90,19593987+1207060,6.932,0.019,0.026,53043.2,6.009,0.031,0.034,63140.8,5.723,0.009,0.017,35254.9,AAA,111,111,000,664666,12.2,289,1251251290,0,0,2450690.7299,0.9230,0.2860,1.2090
298.695730,9.593279,0.07,0.06,0,19544697+0935358,6.929,0.013,0.021,58997.0,6.004,0.019,0.024,55247.2,5.665,0.025,0.029,49025.3,AAA,111,111,000,666645,15.5,338,1228853483,0,0,2451789.5125,0.9250,0.3390,1.2640
297.125160,10.566243,0.06,0.06,90,19483003+1033584,7.062,0.015,0.023,47057.6,6.021,0.031,0.034,49035.4,5.606,0.013,0.020,43553.2,AAA,111,111,000,666655,18.7,216,524407250,0,0,2451384.6307,1.0410,0.4150,1.4560
301.830906,2.842924,0.06,0.06,90,20071941+0250345,6.842,0.023,0.029,66165.3,6.001,0.037,0.040,61448.3,5.661,0.015,0.021,45921.9,AAA,111,111,000,666656,13.8,115,1096732535,0,0,2451766.5953,0.8410,0.3400,1.1810
302.735772,2.721974,0.06,0.06,0,20105658+0243191,6.867,0.009,0.019,62464.0,6.029,0.015,0.021,53989.6,5.810,0.019,0.024,38674.1,AAA,111,111,000,666656,20.8,351,1084443555,0,0,2451752.7335,0.8380,0.2190,1.0570
303.476166,11.989954,0.06,0.06,90,20135427+1159238,6.780,0.015,0.023,67675.3,6.018,0.029,0.033,62619.6,5.811,0.019,0.024,37326.7,AAA,111,111,000,666666,19.4,253,1006861540,0,0,2451663.8700,0.7620,0.2070,0.9690
282.589368,-16.270830,0.06,0.06,90,18502144-1616149,7.059,0.017,0.024,44038.2,6.006,0.029,0.033,51464.8,5.655,0.017,0.023,43094.3,AAA,111,111,000,666666,13.9,216,1273895068,0,0,2450937.9250,1.0530,0.3510,1.4040
198.557462,-63.709942,0.06,0.06,90,13141379-6342357,7.516,0.023,0.029,26979.3,6.021,0.039,0.042,54388.9,5.250,0.009,0.017,54503.0,AAA,111,111,000,666655,10.7,327,952401805,0,0,2451594.8765,1.4950,0.7710,2.2660
199.212728,-63.728691,0.06,0.06,90,13165105-6343432,7.160,0.011,0.020,33762.1,6.016,0.035,0.038,49261.8,5.319,0.011,0.018,51147.0,AAA,111,111,00d,666666,10.9,195,952633451,0,0,2451594.8900,1.1440,0.6970,1.8410
199.218315,-62.344997,0.06,0.06,90,13165239-6220419,7.965,0.023,0.029,16085.3,6.026,0.029,0.033,48810.1,5.084,0.015,0.021,63506.8,AAA,111,111,000,777756,12.7,36,952655493,0,0,2451594.8910,1.9390,0.9420,2.8810
199.659965,-62.532642,0.06,0.06,90,13183839-6231575,7.107,0.011,0.020,33084.9,6.001,0.023,0.027,55400.0,5.554,0.019,0.024,41192.7,AAA,111,111,000,666666,11.1,34,952822548,0,0,2451594.9006,1.1060,0.4470,1.5530
199.318179,-63.110119,0.06,0.06,90,13171636-6306364,6.966,0.013,0.021,40367.3,6.006,0.027,0.031,49717.6,5.622,0.011,0.018,38691.9,AAA,111,111,000,666666,12.0,66,952643004,0,0,2451594.8904,0.9600,0.3840,1.3440
196.882892,-62.678089,0.06,0.06,90,13073189-6240411,6.597,0.015,0.023,60761.7,6.008,0.049,0.051,49626.1,5.682,0.017,0.023,35368.8,AAA,111,111,000,666666,16.7,147,951810949,0,0,2451594.8345,0.5890,0.3260,0.9150
184.753033,-61.398167,0.06,0.06,90,12190072-6123534,7.173,0.011,0.020,34532.7,6.007,0.033,0.036,47985.5,5.586,0.011,0.018,39996.3,AAA,111,111,000,666666,13.9,121,918491225,0,0,2451588.8456,1.1660,0.4210,1.5870
183.424656,-61.312698,0.06,0.06,0,12134191-6118457,6.962,0.007,0.018,40516.3,6.016,0.029,0.033,45973.8,5.664,0.009,0.017,37223.7,AAA,111,111,sss,666757,16.8,311,1247389284,0,0,2451642.6024,0.9460,0.3520,1.2980
181.972708,-61.139408,0.07,0.06,0,12075344-6108218,6.880,0.009,0.019,45230.4,6.007,0.025,0.029,47985.5,5.708,0.013,0.020,35745.4,AAA,111,111,000,666656,11.0,147,1246946210,0,0,2451642.5734,0.8730,0.2990,1.1720
189.108069,-59.681183,0.07,0.06,0,12362593-5940522,7.050,0.023,0.029,45965.3,6.007,0.045,0.047,86319.7,5.502,0.015,0.021,53164.3,AAA,111,111,000,666666,10.5,168,806786968,0,0,2451574.8859,1.0430,0.5050,1.5480
189.864476,-60.456238,0.07,0.06,0,12392747-6027224,7.032,0.021,0.027,39321.5,6.002,0.037,0.040,44989.4,5.662,0.017,0.023,33621.7,AAA,111,111,000,666666,14.0,306,925082609,0,0,2451629.5940,1.0300,0.3400,1.3700
184.735119,-60.227978,0.07,0.06,0,12185642-6013407,7.025,0.013,0.021,39575.8,6.002,0.039,0.042,48207.0,5.630,0.019,0.024,38407.8,AAA,111,111,000,666656,15.2,293,918478189,0,0,2451588.8448,1.0230,0.3720,1.3950
182.733701,-59.555607,0.07,0.06,0,12105608-5933201,6.629,0.023,0.029,63216.4,6.012,0.029,0.033,54841.6,5.859,0.011,0.018,32197.3,AAA,111,111,000,666655,12.4,117,949635765,0,0,2451594.6670,0.6170,0.1530,0.7700
191.987996,-60.906597,0.07,0.06,0,12475711-6054237,7.367,0.017,0.024,29897.2,6.019,0.025,0.029,42786.8,5.342,0.015,0.021,51834.6,AAA,111,111,000,666666,14.2,191,938815033,0,0,2451659.5178,1.3480,0.6770,2.0250
189.638092,-61.221287,0.07,0.06,0,12383314-6113166,6.912,0.013,0.021,43916.7,6.001,0.029,0.033,46613.3,5.646,0.017,0.023,34120.9,AAA,111,111,000,677767,13.7,141,925060756,0,0,2451629.5923,0.9110,0.3550,1.2660
185.604807,-63.439342,0.06,0.06,0,12222515-6326216,7.050,0.009,0.019,34868.2,6.003,0.013,0.020,46527.5,5.488,0.013,0.020,40852.6,AAA,111,111,000,665666,14.3,62,918809578,0,0,2451588.8735,1.0470,0.5150,1.5620
328.649589,66.617310,0.07,0.06,0,21543590+6637023,7.036,0.029,0.034,41978.8,6.003,0.033,0.036,46527.5,5.650,0.007,0.016,37706.8,AAA,111,111,000,666666,16.9,36,1187542476,0,0,2451824.7946,1.0330,0.3530,1.3860
343.159283,67.807320,0.08,0.06,0,22523822+6748263,7.040,0.013,0.021,49708.4,6.019,0.021,0.026,50852.2,5.683,0.029,0.033,41997.2,AAA,111,111,000,777777,13.3,127,752176756,0,0,2451452.8454,1.0210,0.3360,1.3570
343.624872,67.493515,0.07,0.06,0,22542996+6729366,7.150,0.017,0.024,46497.5,6.013,0.015,0.021,51134.0,5.588,0.007,0.016,45837.4,AAA,111,111,000,666666,20.4,63,752224773,0,0,2451452.8553,1.1370,0.4250,1.5620
342.212835,69.186089,0.07,0.06,0,22485108+6911099,6.823,0.017,0.024,62839.1,6.019,0.041,0.044,52639.3,5.794,0.017,0.023,37915.8,AAA,111,111,000,776766,24.0,249,752104543,0,0,2451452.8303,0.8040,0.2250,1.0290
336.583348,69.645981,0.06,0.06,90,22262000+6938455,7.065,0.015,0.023,48576.9,6.006,0.031,0.034,51464.8,5.631,0.013,0.020,44057.5,AAA,111,111,000,666666,20.5,193,751661106,0,0,2451452.7145,1.0590,0.3750,1.4340
337.531622,69.354652,0.06,0.06,90,22300758+6921167,6.658,0.017,0.024,73152.6,6.026,0.037,0.040,50525.4,5.937,0.017,0.023,33236.9,AAA,111,111,000,666666,16.6,54,751734540,0,0,2451452.7374,0.6320,0.0890,0.7210
278.775615,68.450264,0.12,0.06,0,18350614+6827009,6.557,0.017,0.024,77558.6,6.018,0.019,0.024,64820.2,5.884,0.005,0.016,30396.2,AAA,111,111,000,665566,16.9,216,678060178,0,0,2451325.8434,0.5390,0.1340,0.6730
280.366294,68.248512,0.07,0.06,0,18412791+6814546,6.897,0.013,0.021,60761.7,6.017,0.009,0.017,74492.1,5.751,0.011,0.018,35564.8,AAA,111,111,000,666666,28.7,205,678132354,0,0,2451325.8796,0.8800,0.2660,1.1460
299.776366,70.372147,0.11,0.06,0,19590632+7022197,6.446,0.025,0.030,82990.8,6.016,0.015,0.021,58547.7,5.936,0.023,0.027,33267.5,AAA,111,111,000,666666,13.9,151,1147763451,0,0,2451716.7500,0.4300,0.0800,0.5100
305.760624,71.082001,0.07,0.06,0,20230254+7104552,6.482,0.015,0.023,83105.5,6.029,0.041,0.044,52156.7,5.901,0.015,0.021,34357.4,AAA,111,111,000,666666,13.3,216,1102001823,0,0,2451678.8846,0.4530,0.1280,0.5810
308.849128,69.788612,0.07,0.06,0,20352379+6947190,6.878,0.009,0.019,52027.2,6.009,0.017,0.023,47897.2,5.773,0.015,0.021,37343.9,AAA,111,111,000,666666,26.0,282,757291742,0,0,2451449.6200,0.8690,0.2360,1.1050
299.619708,63.534149,0.07,0.06,0,19582872+6332029,6.019,0.015,0.023,118803.7,6.026,0.015,0.021,48810.1,6.035,0.011,0.018,28341.3,AAA,111,111,000,665666,16.6,332,700853340,0,0,2451332.9096,-0.0070,-0.0090,-0.0160
301.046168,64.570633,0.06,0.06,0,20041108+6434142,6.678,0.029,0.034,74341.3,6.024,0.009,0.017,56144.9,5.863,0.017,0.023,36831.6,AAA,111,111,000,666655,22.7,271,700937053,0,0,2451332.9445,0.6540,0.1610,0.8150
330.180811,65.063286,0.06,0.06,90,22004339+6503478,7.092,0.015,0.023,47383.8,6.017,0.035,0.038,54589.6,5.583,0.009,0.017,47667.2,AAA,111,111,000,666666,26.5,255,734982224,0,0,2451451.6449,1.0750,0.4340,1.5090
324.950241,67.983444,0.06,0.06,0,21394805+6759003,6.961,0.007,0.018,49891.9,6.001,0.035,0.038,51702.3,5.681,0.017,0.023,39266.3,AAA,111,111,000,666655,23.8,213,1100212548,0,0,2451685.9152,0.9600,0.3200,1.2800
