ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,jdate,j_h,h_k,j_k
233.741961,-35.204227,0.06,0.06,90,15345807-3512152,7.003,0.021,0.027,55110.0,6.001,0.037,0.040,55400.0,5.575,0.013,0.020,53262.3,AAA,111,111,000,666656,34.1,202,3446435,0,0,2451002.5930,1.0020,0.4260,1.4280
236.573506,-35.051109,0.06,0.06,90,15461764-3503039,7.014,0.011,0.020,64838.1,6.018,0.027,0.031,69456.0,5.664,0.009,0.017,49070.5,AAA,111,111,000,666666,13.1,89,161314589,0,0,2451003.6565,0.9960,0.3540,1.3500
234.475237,-31.876457,0.06,0.06,90,15375405-3152352,6.902,0.007,0.018,60482.5,6.018,0.059,0.061,50899.1,5.628,0.021,0.026,50724.8,AAA,111,111,000,666666,18.5,89,3560268,0,0,2451002.6164,0.8840,0.3900,1.2740
238.507363,-30.921000,0.06,0.06,90,15540176-3055156,6.795,0.019,0.026,69092.4,6.006,0.035,0.038,57083.4,5.770,0.013,0.020,41535.6,AAA,111,111,000,666655,13.7,337,1297497333,0,0,2451041.5251,0.7890,0.2360,1.0250
239.249944,-30.994135,0.06,0.06,90,15565998-3059388,6.996,0.013,0.021,53583.4,6.028,0.027,0.031,52204.8,5.649,0.015,0.021,44855.9,AAA,111,111,000,775567,13.1,142,1030708831,0,0,2451687.6041,0.9680,0.3790,1.3470
234.864639,-30.318380,0.07,0.06,0,15392751-3019061,6.935,0.017,0.024,56680.0,6.019,0.023,0.027,52639.3,5.740,0.013,0.020,45753.0,AAA,111,111,000,666666,14.8,338,3596024,0,0,2451002.6353,0.9160,0.2790,1.1950
230.087355,-34.410095,0.06,0.06,90,15202096-3424363,6.843,0.013,0.021,68427.4,6.011,0.037,0.040,77537.2,5.723,0.011,0.018,39103.9,AAA,111,111,000,666666,16.7,286,983581090,0,0,2451646.6761,0.8320,0.2880,1.1200
229.934797,-34.791306,0.06,0.06,90,15194435-3447287,6.920,0.017,0.024,68301.5,6.016,0.023,0.027,69584.1,5.727,0.005,0.016,43213.6,AAA,111,111,000,777746,34.1,137,1006415462,0,0,2451663.6690,0.9040,0.2890,1.1930
245.633684,-53.821007,0.06,0.06,90,16223208-5349156,7.237,0.011,0.020,24696.2,6.010,0.031,0.034,32727.3,5.358,0.011,0.018,36159.3,AAA,111,111,000,776666,12.3,158,599785717,0,0,2451347.5376,1.2270,0.6520,1.8790
248.774008,-53.827682,0.06,0.06,90,16350576-5349396,6.925,0.017,0.024,40497.7,6.021,0.031,0.034,41258.2,5.583,0.015,0.021,47667.2,AAA,111,111,s0s,666666,14.2,247,601462013,0,0,2451347.6389,0.9040,0.4380,1.3420
246.639070,-53.639790,0.06,0.06,0,16263337-5338232,6.981,0.009,0.019,34676.1,6.016,0.009,0.017,31442.0,5.731,0.019,0.024,27480.2,AAA,111,111,000,666666,14.8,132,600352795,0,0,2451347.5660,0.9650,0.2850,1.2500
246.995053,-53.239586,0.07,0.06,0,16275881-5314225,7.035,0.013,0.021,30791.4,6.024,0.019,0.024,26260.9,5.634,0.011,0.018,28042.7,AAA,111,111,000,666666,10.6,115,600537380,0,0,2451347.5832,1.0110,0.3900,1.4010
239.801375,-54.773125,0.06,0.06,90,15591233-5446232,7.309,0.019,0.026,27468.2,6.013,0.043,0.045,54791.1,5.384,0.017,0.023,46539.3,AAA,111,111,000,666666,10.2,217,948162904,0,0,2451597.8344,1.2960,0.6290,1.9250
242.089844,-55.634716,0.06,0.06,90,16082156-5538049,6.741,0.013,0.021,55084.6,6.029,0.043,0.045,64166.7,5.841,0.023,0.027,33886.0,AAA,111,111,000,777766,14.7,134,949021206,0,0,2451597.8919,0.7120,0.1880,0.9000
241.605664,-54.794342,0.06,0.06,90,16062535-5447396,7.206,0.017,0.024,34676.1,6.008,0.047,0.049,63199.0,5.344,0.017,0.023,53557.5,AAA,111,111,000,666666,13.2,150,948849224,0,0,2451597.8815,1.1980,0.6640,1.8620
241.728371,-54.852898,0.06,0.06,90,16065480-5451104,7.130,0.015,0.023,35927.8,6.028,0.025,0.029,62045.5,5.598,0.025,0.029,42385.8,AAA,111,111,000,666656,15.5,133,948980379,0,0,2451597.8895,1.1020,0.4300,1.5320
242.676300,-55.627193,0.06,0.06,90,16104231-5537378,7.107,0.013,0.021,34247.6,6.002,0.027,0.031,43462.0,5.504,0.017,0.023,47843.2,AAA,111,111,000,666666,12.3,68,62175325,0,0,2451037.4712,1.1050,0.4980,1.6030
243.895281,-57.797432,0.06,0.06,90,16153486-5747507,6.980,0.009,0.019,45754.1,6.024,0.027,0.031,48900.1,5.660,0.017,0.023,44403.8,AAA,111,111,000,666666,14.0,120,62627035,0,0,2451037.5019,0.9560,0.3640,1.3200
235.705004,-56.588608,0.06,0.06,90,15424920-5635189,6.798,0.007,0.018,38302.8,6.017,0.027,0.031,33659.7,5.732,0.009,0.017,31522.5,AAA,111,111,000,666666,11.0,112,604269435,0,0,2451391.4954,0.7810,0.2850,1.0660
112.806874,-8.519282,0.07,0.06,0,07311364-0831094,7.237,0.017,0.024,45986.5,6.009,0.023,0.027,70034.2,5.304,0.017,0.023,55567.4,AAA,111,111,000,666666,14.6,161,204031990,0,0,2451171.7791,1.2280,0.7050,1.9330
112.398137,-8.121310,0.08,0.06,90,07293555-0807167,6.947,0.015,0.023,60066.2,6.018,0.029,0.033,67098.1,5.664,0.017,0.023,39886.0,AAA,111,111,000,666655,14.9,194,203944126,0,0,2451171.7570,0.9290,0.3540,1.2830
110.320329,-9.494692,0.07,0.06,0,07211687-0929408,6.859,0.013,0.021,62926.0,6.013,0.027,0.031,62908.6,5.791,0.019,0.024,35483.0,AAA,111,111,000,666666,17.0,231,1326587779,0,0,2451230.5758,0.8460,0.2220,1.0680
108.497993,-11.353457,0.07,0.06,0,07135951-1121124,7.472,0.025,0.030,34564.5,6.029,0.045,0.047,71172.1,5.405,0.005,0.016,48912.5,AAA,111,111,000,665666,24.7,121,286735098,0,0,2451229.6288,1.4430,0.6240,2.0670
111.116058,-7.856204,0.07,0.06,0,07242785-0751223,6.986,0.015,0.023,55979.6,6.023,0.039,0.042,69136.9,5.378,0.009,0.017,57573.2,AAA,111,111,000,665555,13.5,61,292934708,0,0,2451239.6230,0.9630,0.6450,1.6080
89.414876,27.563671,0.07,0.06,90,05573957+2733492,7.109,0.017,0.024,57389.2,6.028,0.021,0.026,64225.9,5.554,0.013,0.020,60231.0,AAA,111,111,000,556656,11.7,121,149496004,0,0,2450800.8431,1.0810,0.4740,1.5550
88.580804,24.386646,0.06,0.06,0,05541939+2423119,7.181,0.017,0.024,61663.8,6.014,0.013,0.020,77323.2,5.516,0.019,0.024,69186.3,AAA,111,111,000,666666,19.4,29,149307550,0,0,2450800.7617,1.1670,0.4980,1.6650
87.265548,31.459518,0.07,0.06,0,05490373+3127342,6.942,0.011,0.020,60343.4,6.019,0.011,0.018,60438.0,5.745,0.019,0.024,43996.7,AAA,111,111,000,667766,11.5,238,461435276,0,0,2451139.8008,0.9230,0.2740,1.1970
84.537088,29.010006,0.07,0.06,0,05380890+2900360,6.718,0.009,0.019,91249.4,6.023,0.015,0.021,69136.9,5.824,0.011,0.018,48620.6,AAA,111,111,000,664666,31.6,190,148094219,0,0,2450799.7891,0.6950,0.1990,0.8940
89.788079,29.350689,0.07,0.06,0,05590913+2921024,6.721,0.013,0.021,84923.9,6.012,0.005,0.016,65179.3,5.809,0.011,0.018,49296.9,AAA,111,111,000,666666,10.2,220,149592325,0,0,2450800.8598,0.7090,0.2030,0.9120
181.213120,32.851295,0.07,0.06,0,12045114+3251046,6.555,0.019,0.026,89213.4,6.013,0.045,0.047,56716.6,5.959,0.009,0.017,42935.8,AAA,111,111,000,666666,73.1,210,1053944172,0,0,2451645.6469,0.5420,0.0540,0.5960
320.251316,-62.349483,0.08,0.06,0,21210031-6220581,6.570,0.011,0.020,76635.5,6.005,0.025,0.029,53322.4,5.879,0.015,0.021,36292.8,AAA,111,111,000,666655,34.5,210,1089328259,0,0,2451755.6304,0.5650,0.1260,0.6910
275.243254,-67.344978,0.06,0.06,0,18205838-6720419,6.640,0.007,0.018,76989.2,6.001,0.027,0.031,53519.2,5.788,0.013,0.020,42288.3,AAA,111,111,000,666666,25.8,254,1221732228,0,0,2451732.5937,0.6390,0.2130,0.8520
282.182653,-66.839607,0.06,0.06,0,18484383-6650225,6.839,0.013,0.021,59817.7,6.020,0.029,0.033,56352.1,5.716,0.023,0.027,42171.6,AAA,111,111,000,666666,14.5,241,1328593281,0,0,2451825.5594,0.8190,0.3040,1.1230
278.087361,-67.132607,0.07,0.06,0,18322096-6707573,6.898,0.011,0.020,65047.4,6.028,0.033,0.036,57904.2,5.671,0.017,0.023,48755.1,AAA,111,111,000,777756,12.8,31,1221878475,0,0,2451732.6428,0.8700,0.3570,1.2270
288.519825,-66.769920,0.07,0.06,0,19140475-6646117,6.818,0.013,0.021,63129.2,6.022,0.029,0.033,60271.2,5.603,0.023,0.027,48441.8,AAA,111,111,000,666666,20.3,47,1328652238,0,0,2451825.5838,0.7960,0.4190,1.2150
290.764867,-71.508629,0.08,0.06,0,19230356-7130310,6.618,0.015,0.023,63860.2,6.019,0.009,0.017,45846.9,5.842,0.013,0.020,35044.5,AAA,111,111,000,666655,32.6,138,1089218686,0,0,2451755.5762,0.5990,0.1770,0.7760
330.882453,-68.058838,0.07,0.06,0,22033178-6803318,6.741,0.013,0.021,77809.0,6.007,0.033,0.036,63257.2,5.750,0.017,0.023,45333.6,AAA,111,111,000,556666,71.8,69,1228948816,0,0,2451789.5540,0.7340,0.2570,0.9910
322.332450,-73.077950,0.06,0.06,90,21291978-7304406,6.683,0.013,0.021,76600.2,6.018,0.021,0.026,64820.2,5.784,0.011,0.018,41003.4,AAA,111,111,000,666666,30.7,317,1328830249,0,0,2451825.6915,0.6650,0.2340,0.8990
328.892711,-70.068314,0.10,0.06,0,21553425-7004059,6.113,0.025,0.030,91670.6,6.018,0.017,0.023,44331.2,5.968,0.019,0.024,29121.9,AAA,111,111,000,666666,10.1,21,712768530,0,0,2451512.5498,0.0950,0.0500,0.1450
300.470640,-63.980705,0.07,0.06,0,20015295-6358505,6.687,0.015,0.023,68806.6,6.022,0.013,0.020,48990.3,5.835,0.023,0.027,37793.8,AAA,111,111,000,666666,29.8,90,1046844854,0,0,2451701.7100,0.6650,0.1870,0.8520
313.939972,-65.175064,0.06,0.06,0,20554559-6510302,6.429,0.011,0.020,103712.2,6.001,0.041,0.044,68156.9,5.842,0.025,0.029,44629.3,AAA,111,111,000,666666,15.4,297,1042382838,0,0,2451717.7367,0.4280,0.1590,0.5870
356.135447,-3.175393,0.20,0.10,90,23443250-0310314,6.245,0.011,0.020,136279.3,6.020,0.033,0.036,69328.2,5.930,0.009,0.017,35844.3,AAA,111,111,000,666666,14.0,129,95268703,0,0,2451077.7715,0.2250,0.0900,0.3150
346.600537,-6.826123,0.13,0.09,90,23062412-0649340,6.654,0.009,0.019,78673.8,6.022,0.021,0.026,56248.4,5.797,0.009,0.017,40515.4,AAA,111,111,000,666666,19.8,212,103126645,0,0,2451096.5877,0.6320,0.2250,0.8570
343.910972,-2.842278,0.13,0.06,0,22553863-0250322,6.586,0.017,0.024,83758.7,6.001,0.043,0.045,63607.8,5.822,0.011,0.018,39593.1,AAA,111,111,000,666666,16.6,337,670545856,0,0,2451393.7706,0.5850,0.1790,0.7640
353.687644,-12.484574,0.08,0.07,90,23344503-1229044,6.865,0.017,0.024,60454.7,6.016,0.023,0.027,60605.2,5.786,0.011,0.018,43855.1,AAA,111,111,000,666666,19.2,38,1171466874,0,0,2451858.6242,0.8490,0.2300,1.0790
355.203003,-7.914229,0.12,0.07,90,23404872-0754512,6.266,0.023,0.029,124747.0,6.015,0.035,0.038,69648.2,5.945,0.009,0.017,35352.5,AAA,111,111,000,666666,16.2,250,106244201,0,0,2451098.6330,0.2510,0.0700,0.3210
280.752272,-4.224707,0.06,0.06,90,18430054-0413289,7.001,0.013,0.021,31770.9,6.009,0.021,0.026,20198.1,5.605,0.013,0.020,19029.2,AAA,111,111,000,666666,11.0,334,448476909,0,0,2451312.8438,0.9920,0.4040,1.3960
280.420116,-3.506312,0.06,0.06,90,18414082-0330227,7.302,0.015,0.023,22471.4,6.011,0.043,0.045,17559.4,5.425,0.019,0.024,30649.3,AAA,111,111,000,666666,16.3,109,448151993,0,0,2451312.8278,1.2910,0.5860,1.8770
270.982304,-11.260356,0.06,0.06,90,18035575-1115372,6.966,0.015,0.023,41785.9,6.016,0.035,0.038,52784.9,5.670,0.019,0.024,41060.1,AAA,111,111,000,666666,17.7,296,398752727,0,0,2451294.7973,0.9500,0.3460,1.2960
274.967213,-11.287503,0.06,0.06,90,18195213-1117150,6.257,0.019,0.026,74925.6,6.007,0.039,0.042,41793.6,5.928,0.021,0.026,26316.0,AAA,111,111,0dd,665566,15.5,256,405281734,0,0,2451295.8329,0.2500,0.0790,0.3290
274.521605,-9.405374,0.06,0.06,90,18180518-0924193,7.274,0.011,0.020,31465.2,6.025,0.039,0.042,47196.5,5.358,0.015,0.021,49342.4,AAA,111,111,000,666666,19.1,116,404965828,0,0,2451295.8049,1.2490,0.6670,1.9160
273.079977,-9.306296,0.06,0.06,90,18121919-0918226,7.332,0.017,0.024,27837.5,6.013,0.027,0.031,41563.3,5.430,0.015,0.021,47799.1,AAA,111,111,000,777766,12.8,115,399701803,0,0,2451294.9026,1.3190,0.5830,1.9020
296.666294,37.476536,0.06,0.06,90,19463991+3728355,6.684,0.015,0.023,56082.8,6.005,0.037,0.040,55196.3,5.805,0.013,0.020,33839.2,AAA,111,111,000,666666,17.6,194,1143610380,0,0,2451731.7171,0.6790,0.2000,0.8790
299.079195,34.111305,0.06,0.06,0,19561900+3406406,7.007,0.013,0.021,47822.2,6.009,0.013,0.020,58926.4,5.687,0.009,0.017,41842.7,AAA,111,111,000,666666,14.8,62,247360926,0,0,2450943.9357,0.9980,0.3220,1.3200
286.153511,35.200409,0.06,0.06,90,19043684+3512014,6.585,0.009,0.019,96256.5,6.014,0.023,0.027,69712.4,5.863,0.015,0.021,40852.6,AAA,111,111,000,776767,19.3,24,227144141,0,0,2450927.9340,0.5710,0.1510,0.7220
289.546804,32.283234,0.06,0.06,90,19181123+3216596,6.900,0.013,0.021,62723.5,6.021,0.009,0.017,71698.5,5.749,0.013,0.020,52097.9,AAA,111,111,000,666666,14.0,326,220593368,0,0,2450930.9732,0.8790,0.2720,1.1510
292.304911,36.802158,0.06,0.06,90,19291317+3648077,6.942,0.009,0.019,66931.4,6.029,0.005,0.016,73673.3,5.698,0.009,0.017,40014.7,AAA,111,111,00d,665566,17.3,148,268247971,0,0,2450965.8555,0.9130,0.3310,1.2440
288.987654,33.006447,0.06,0.06,0,19155703+3300232,6.873,0.023,0.029,52267.3,6.008,0.019,0.024,51370.1,5.794,0.011,0.018,42055.2,AAA,111,111,000,666666,14.8,171,220471423,0,0,2451657.9352,0.8650,0.2140,1.0790
293.190085,34.793480,0.06,0.06,90,19324562+3447365,6.475,0.029,0.034,89625.2,6.013,0.023,0.027,65119.3,5.891,0.009,0.017,38461.0,AAA,111,111,000,665666,14.1,69,226622684,0,0,2450932.9571,0.4620,0.1220,0.5840
295.013035,34.674393,0.06,0.06,90,19400312+3440278,6.894,0.003,0.017,54932.6,6.025,0.013,0.020,52349.2,5.724,0.013,0.020,40440.8,AAA,111,111,000,676666,14.7,9,240633864,0,0,2450933.9456,0.8690,0.3010,1.1700
294.025350,35.183788,0.06,0.06,90,19360608+3511016,6.919,0.011,0.020,63801.4,6.011,0.019,0.024,69905.3,5.570,0.013,0.020,55388.6,AAA,111,111,000,666666,15.3,217,226830509,0,0,2450932.9783,0.9080,0.4410,1.3490
294.106027,35.417721,0.06,0.06,0,19362544+3525037,6.906,0.013,0.021,64569.9,6.001,0.015,0.021,70552.1,5.672,0.009,0.017,48710.2,AAA,111,111,000,665666,11.2,40,226923724,0,0,2450932.9866,0.9050,0.3290,1.2340
264.458667,63.415375,0.07,0.06,0,17375008+6324553,6.826,0.023,0.029,69507.2,6.016,0.019,0.024,67221.8,5.791,0.013,0.020,36729.9,AAA,111,111,000,665666,26.8,233,663491136,0,0,2451310.8921,0.8100,0.2250,1.0350
243.946975,53.236717,0.07,0.07,90,16154727+5314121,6.142,0.011,0.020,135092.1,6.007,0.017,0.023,63257.2,5.947,0.005,0.016,32932.1,AAA,111,111,000,666666,23.6,79,280031780,0,0,2450982.7157,0.1350,0.0600,0.1950
240.763249,57.408531,0.07,0.07,0,16030317+5724307,6.472,0.029,0.034,99685.0,6.015,0.047,0.049,56612.2,5.815,0.015,0.021,47360.9,AAA,111,111,000,666666,59.2,48,1028916073,0,0,2451628.8506,0.4570,0.2000,0.6570
255.662710,59.868782,0.08,0.06,0,17023905+5952076,6.850,0.013,0.021,65679.5,6.026,0.007,0.016,66605.5,5.794,0.007,0.016,39248.2,AAA,111,111,000,667757,10.8,66,671538946,0,0,2451313.9284,0.8240,0.2320,1.0560
249.760785,53.146961,0.15,0.06,0,16390258+5308490,6.722,0.009,0.019,79182.6,6.004,0.009,0.017,65661.4,5.838,0.007,0.016,35173.9,AAA,111,111,000,666666,11.1,90,1305787895,0,0,2450978.6800,0.7180,0.1660,0.8840
250.743579,55.690117,0.08,0.07,0,16425845+5541244,5.978,0.007,0.018,146632.4,6.015,0.009,0.017,60661.1,6.001,0.013,0.020,33575.3,AAA,111,111,000,666766,22.1,106,638698607,0,0,2451308.8758,-0.0370,0.0140,-0.0230
265.482900,56.066067,0.07,0.06,0,17415589+5603578,6.449,0.017,0.024,95023.3,6.012,0.021,0.026,58763.8,5.896,0.017,0.023,42463.9,AAA,111,111,000,666666,19.2,339,1037974407,0,0,2451622.9324,0.4370,0.1160,0.5530
257.977888,57.967583,0.06,0.06,0,17115469+5758032,6.181,0.015,0.023,125901.2,6.012,0.019,0.024,72295.3,5.949,0.015,0.021,32871.5,AAA,111,111,000,666666,16.2,29,637282129,0,0,2451305.8684,0.1690,0.0630,0.2320
256.154735,57.271938,0.19,0.06,0,17043713+5716189,6.761,0.011,0.020,76388.9,6.006,0.019,0.024,67843.8,5.763,0.007,0.016,40385.0,AAA,111,111,000,666666,15.8,110,637193405,0,0,2451305.8221,0.7550,0.2430,0.9980
230.655252,62.047104,0.06,0.06,90,15223726+6202495,5.988,0.011,0.020,130987.5,6.029,0.009,0.017,52156.7,6.023,0.013,0.020,30705.8,AAA,111,111,000,666666,16.9,133,643541352,0,0,2451304.8949,-0.0410,0.0060,-0.0350
240.088121,67.627380,0.12,0.08,0,16002114+6737385,6.159,0.013,0.021,97460.8,6.001,0.011,0.018,46613.3,5.971,0.017,0.023,25294.1,AAA,111,111,000,666666,40.9,308,696311216,0,0,2451341.7029,0.1580,0.0300,0.1880
249.443428,67.096359,0.15,0.07,0,16374642+6705468,6.617,0.011,0.020,70897.4,6.019,0.009,0.017,56404.0,5.877,0.019,0.024,32780.8,AAA,111,111,000,565556,25.5,40,680015488,0,0,2451324.8644,0.5980,0.1420,0.7400
246.737518,67.972954,0.18,0.06,0,16265700+6758226,6.586,0.011,0.020,68081.6,6.022,0.017,0.023,50711.9,null,null,null,null,AAX,119,110,000,664505,21.9,234,679928077,0,0,2451324.8081,0.5640,-,-
187.978230,68.514763,0.07,0.07,90,12315477+6830531,6.311,0.019,0.026,100700.1,6.019,0.015,0.021,52639.3,5.979,0.005,0.016,31975.7,AAA,111,111,000,675667,73.4,66,576534901,0,0,2451257.8419,0.2920,0.0400,0.3320
220.647215,72.859894,0.07,0.07,90,14423533+7251356,6.676,0.013,0.021,69507.2,6.009,0.015,0.021,54993.3,5.817,0.009,0.017,34643.4,AAA,111,111,000,666767,28.2,222,612798877,0,0,2451285.8270,0.6670,0.1920,0.8590
219.751088,64.291656,0.07,0.06,0,14390026+6417299,6.315,0.011,0.020,115194.0,6.012,0.011,0.018,62966.6,5.914,0.015,0.021,44752.8,AAA,111,111,000,666656,29.4,260,615664738,0,0,2451278.8144,0.3030,0.0980,0.4010
219.915329,66.346756,0.08,0.07,0,14393967+6620483,6.262,0.017,0.024,101772.4,6.010,0.017,0.023,47853.1,5.948,0.013,0.020,37776.3,AAA,111,111,000,664566,86.1,177,658983301,0,0,2451298.8148,0.2520,0.0620,0.3140
192.743199,3.598332,0.12,0.06,0,12505836+0335539,6.686,0.015,0.023,59983.2,6.018,0.037,0.040,60493.7,5.829,0.027,0.031,34262.6,AAA,111,111,000,666655,90.2,39,856997176,0,0,2451608.8422,0.6680,0.1890,0.8570
184.488983,11.804060,0.20,0.08,90,12175735+1148146,6.711,0.013,0.021,60677.8,6.018,0.025,0.029,54539.4,5.854,0.013,0.020,32346.0,AAA,111,111,000,776766,69.6,303,864448184,0,0,2451618.6840,0.6930,0.1640,0.8570
180.411332,11.069474,0.09,0.09,90,12013871+1104101,6.662,0.011,0.020,63479.0,6.027,0.027,0.031,57957.6,5.877,0.011,0.018,31668.0,AAA,111,111,000,666655,84.0,94,870664236,0,0,2451617.6582,0.6350,0.1500,0.7850
183.372883,10.041641,0.07,0.07,90,12132949+1002299,6.302,0.017,0.024,85433.9,6.016,0.045,0.047,52784.9,5.929,0.021,0.026,29162.2,AAA,111,111,000,666644,84.4,173,870911864,0,0,2451617.8028,0.2860,0.0870,0.3730
191.066557,3.351083,0.07,0.07,90,12441597+0321038,6.485,0.013,0.021,74718.8,6.026,0.033,0.036,52301.0,5.884,0.013,0.020,31464.4,AAA,111,111,000,666666,48.9,229,891970777,0,0,2451627.6484,0.4590,0.1420,0.6010
216.638947,2.026553,0.13,0.11,0,14263334+0201355,6.733,0.007,0.018,61550.3,6.008,0.047,0.049,67718.9,5.839,0.015,0.021,35141.5,AAA,111,111,000,666666,13.9,90,960972169,0,0,2451635.8330,0.7250,0.1690,0.8940
207.962464,11.937207,0.09,0.06,0,13515099+1156139,6.107,0.013,0.021,117389.7,6.001,0.061,0.063,73031.5,5.884,0.013,0.020,33714.8,AAA,111,111,000,666666,22.2,90,241313817,0,0,2451629.7218,0.1060,0.1170,0.2230
213.654362,10.124058,0.08,0.07,0,14143704+1007266,6.858,0.015,0.023,51195.3,6.017,0.025,0.029,62677.3,5.760,0.011,0.018,35271.2,AAA,111,111,000,666666,73.5,138,965807878,0,0,2451634.8287,0.8410,0.2570,1.0980
180.814251,36.723053,0.08,0.06,0,12031542+3643229,6.656,0.017,0.024,73287.5,6.029,0.019,0.024,64166.7,5.868,0.017,0.023,45104.5,AAA,111,111,000,665566,49.1,43,213022545,0,0,2450918.8154,0.6270,0.1610,0.7880
183.614644,23.661224,0.14,0.08,90,12142751+2339404,6.247,0.027,0.032,126949.2,6.004,0.023,0.027,63432.2,5.930,0.005,0.016,48912.5,AAA,111,111,000,776757,15.4,216,932654547,0,0,2451571.8811,0.2430,0.0740,0.3170
187.158997,26.226954,0.10,0.08,90,12283815+2613370,6.137,0.049,0.052,126657.2,6.022,0.025,0.029,56248.4,5.994,0.009,0.017,41573.8,AAA,111,111,000,666666,89.6,337,1076718989,0,0,2451653.7202,0.1150,0.0280,0.1430
281.857641,1.234326,0.08,0.06,90,18472583+0114035,7.752,0.019,0.026,20971.5,6.019,0.029,0.033,49125.8,5.186,0.019,0.024,61947.0,AAA,111,111,000,666666,15.4,332,624178992,0,0,2451398.6398,1.7330,0.8330,2.5660
284.042695,0.706821,0.06,0.06,90,18561024+0042245,7.434,0.023,0.029,33406.4,6.015,0.031,0.034,56612.2,5.384,0.013,0.020,43433.0,AAA,111,111,000,677777,12.9,343,673860400,0,0,2451400.6082,1.4190,0.6310,2.0500
282.722825,4.861564,0.15,0.06,0,18505347+0451416,7.672,0.023,0.029,22575.1,6.008,0.033,0.036,49626.1,5.170,0.011,0.018,60732.3,AAA,111,111,000,666666,14.4,154,624706533,0,0,2451398.6812,1.6640,0.8380,2.5020
283.422828,5.464934,0.07,0.06,0,18534147+0527537,6.666,0.019,0.026,67768.8,6.020,0.031,0.034,52590.8,5.877,0.011,0.018,29554.2,AAA,111,111,000,666666,11.1,151,673434122,0,0,2451400.5774,0.6460,0.1430,0.7890
283.244737,4.591717,0.06,0.06,90,18525873+0435301,7.969,0.009,0.019,19716.5,6.001,0.021,0.026,57346.9,4.883,0.003,0.015,73827.8,AAA,111,111,000,676666,12.1,27,673291696,0,0,2451400.5697,1.9680,1.1180,3.0860
286.932752,1.947771,0.06,0.06,90,19074386+0156519,7.022,0.015,0.023,41080.0,6.008,0.023,0.027,47941.3,5.612,0.009,0.017,37724.2,AAA,111,111,000,665566,10.9,322,627025685,0,0,2451401.5791,1.0140,0.3960,1.4100
285.413866,2.112128,0.06,0.06,90,19013932+0206436,7.572,0.011,0.020,29419.1,6.014,0.023,0.027,52882.3,5.316,0.009,0.017,47865.2,AAA,111,111,000,556666,10.6,244,674842162,0,0,2451400.6727,1.5580,0.6980,2.2560
250.143470,-49.323109,0.06,0.06,90,16403443-4919231,7.461,0.017,0.024,28381.2,6.013,0.019,0.024,46101.0,5.329,0.017,0.023,60231.0,AAA,111,111,000,666666,14.7,303,602078226,0,0,2451347.6823,1.4480,0.6840,2.1320
248.534745,-48.913792,0.06,0.06,90,16340833-4854496,7.650,0.017,0.024,20769.7,6.011,0.041,0.044,31587.1,5.266,0.023,0.027,61662.3,AAA,111,111,000,666666,14.0,248,601355459,0,0,2451347.6334,1.6390,0.7450,2.3840
247.969976,-48.975964,0.06,0.06,90,16315279-4858334,7.444,0.027,0.032,22637.6,6.024,0.011,0.018,33443.4,5.308,0.015,0.021,57308.6,AAA,111,111,000,666666,11.1,247,601030341,0,0,2451347.6092,1.4200,0.7160,2.1360
252.250058,-44.701828,0.06,0.06,90,16490001-4442065,7.043,0.015,0.023,36327.0,6.020,0.049,0.051,29235.5,5.628,0.021,0.026,28198.1,AAA,111,111,000,666655,10.6,282,471014727,0,0,2451321.6493,1.0230,0.3920,1.4150
250.197541,-45.656063,0.06,0.06,90,16404740-4539218,7.396,0.027,0.032,20607.7,6.006,0.035,0.038,29614.9,5.424,0.021,0.026,30677.5,AAA,111,111,000,666666,12.3,255,457003273,0,0,2451318.7994,1.3900,0.5820,1.9720
250.807217,-45.089394,0.06,0.06,90,16431373-4505218,7.167,0.007,0.018,25446.6,6.008,0.037,0.040,24027.6,5.475,0.021,0.026,27316.2,AAA,111,111,000,556666,10.7,238,457391588,0,0,2451318.8250,1.1590,0.5330,1.6920
250.888382,-45.831203,0.06,0.06,90,16433321-4549523,7.444,0.015,0.023,19716.5,6.016,0.035,0.038,23851.2,5.210,0.007,0.016,34867.4,AAA,111,111,000,777767,10.1,118,457404613,0,0,2451318.8256,1.4280,0.8060,2.2340
250.737624,-45.730656,0.06,0.06,90,16425702-4543503,7.494,0.009,0.019,18189.9,6.027,0.027,0.031,21286.8,5.395,0.013,0.020,29404.9,AAA,111,111,000,666666,10.4,232,457282312,0,0,2451318.8129,1.4670,0.6320,2.0990
250.776687,-45.810837,0.06,0.06,90,16430640-4548390,7.541,0.017,0.024,18031.4,6.010,0.021,0.026,23983.4,5.209,0.013,0.020,34899.6,AAA,111,111,000,666666,11.8,294,457404170,0,0,2451318.8256,1.5310,0.8010,2.3320
244.137431,-45.998665,0.06,0.06,0,16163298-4559551,7.334,0.013,0.021,26842.9,6.015,0.019,0.024,42944.7,5.478,0.017,0.023,52507.3,AAA,111,111,000,666666,11.0,345,504793048,0,0,2451379.4673,1.3190,0.5370,1.8560
